Time (ms),ax_m_s2,ay_m_s2,az_m_s2,gx_rad_s,gy_rad_s,gz_rad_s,Voltage (V),Current (A),Pressure (Pa),Temperature (C),Altitude (m),FlightPhase
15320,0.07,-0.15,9.98,0.018,-0.020,-0.007,12.440,37.51,101202.3,27.93,10.2,CLIMBING
15330,0.27,-0.28,10.08,0.015,-0.015,-0.002,12.440,37.52,101201.8,27.93,10.3,CLIMBING
15340,0.22,-0.05,10.01,-0.021,-0.012,0.001,12.440,37.53,101201.2,27.93,10.3,CLIMBING
15350,0.10,0.28,10.07,-0.024,0.014,0.004,12.439,37.55,101200.6,27.93,10.4,CLIMBING
15360,-0.27,-0.02,9.98,-0.022,0.023,-0.003,12.439,37.56,101200.1,27.93,10.4,CLIMBING
15370,-0.22,0.03,10.10,-0.002,-0.024,0.003,12.439,37.57,101199.5,27.93,10.5,CLIMBING
15380,0.29,0.04,9.96,0.006,0.002,0.004,12.439,37.58,101198.9,27.93,10.5,CLIMBING
15390,-0.28,0.09,10.02,-0.001,-0.000,0.001,12.439,37.59,101198.3,27.93,10.6,CLIMBING
15400,0.08,0.03,10.19,0.004,-0.006,-0.004,12.439,37.60,101197.8,27.93,10.6,CLIMBING
15410,-0.28,0.19,9.99,-0.000,-0.004,0.003,12.439,37.61,101197.2,27.93,10.7,CLIMBING
15420,0.24,0.05,10.18,-0.001,-0.020,-0.008,12.439,37.62,101196.6,27.93,10.7,CLIMBING
15430,0.04,0.21,9.99,-0.018,-0.006,-0.007,12.439,37.63,101196.0,27.93,10.7,CLIMBING
15440,-0.21,-0.18,10.12,0.018,-0.015,0.001,12.439,37.64,101195.4,27.93,10.8,CLIMBING
15450,-0.05,0.24,10.01,-0.022,0.002,-0.002,12.439,37.65,101194.9,27.93,10.8,CLIMBING
15460,-0.05,-0.04,9.91,-0.020,0.023,0.006,12.439,37.66,101194.3,27.93,10.9,CLIMBING
15470,-0.13,-0.17,9.99,0.011,-0.002,-0.009,12.439,37.68,101193.7,27.93,10.9,CLIMBING
15480,-0.15,-0.23,10.10,-0.014,0.020,0.006,12.439,37.69,101193.1,27.93,11.0,CLIMBING
15490,0.05,-0.18,10.19,0.017,-0.003,0.002,12.439,37.70,101192.6,27.93,11.0,CLIMBING
15500,0.11,0.02,9.93,0.010,0.007,-0.005,12.439,37.71,101192.0,27.93,11.1,CLIMBING
15510,-0.28,-0.27,10.13,0.021,0.011,-0.010,12.439,37.72,101191.4,27.93,11.1,CLIMBING
15520,0.17,0.06,9.98,-0.016,0.015,-0.003,12.439,37.73,101190.8,27.93,11.2,CLIMBING
15530,0.15,-0.16,10.18,0.008,-0.009,-0.006,12.439,37.74,101190.2,27.93,11.2,CLIMBING
15540,0.12,-0.02,10.03,-0.019,0.022,-0.001,12.438,37.75,101189.6,27.93,11.3,CLIMBING
15550,0.23,0.18,10.05,0.006,0.016,-0.001,12.438,37.76,101189.1,27.93,11.3,CLIMBING
15560,0.15,0.07,10.01,0.007,0.002,-0.009,12.438,37.77,101188.5,27.93,11.4,CLIMBING
15570,0.28,-0.28,9.97,-0.003,0.001,-0.001,12.438,37.78,101187.9,27.93,11.4,CLIMBING
15580,0.17,0.14,10.17,-0.009,-0.010,0.008,12.438,37.80,101187.3,27.93,11.5,CLIMBING
15590,-0.24,0.14,10.05,0.018,0.009,0.004,12.438,37.81,101186.7,27.93,11.5,CLIMBING
15600,-0.14,0.07,10.12,0.001,0.015,-0.003,12.438,37.82,101186.1,27.92,11.6,CLIMBING
15610,-0.25,-0.11,10.01,-0.019,0.018,0.005,12.438,37.83,101185.6,27.92,11.6,CLIMBING
15620,-0.30,-0.04,9.99,-0.014,0.011,0.010,12.438,37.84,101185.0,27.92,11.7,CLIMBING
15630,-0.10,0.17,10.04,0.022,0.008,0.006,12.438,37.85,101184.4,27.92,11.7,CLIMBING
15640,-0.04,-0.14,10.14,0.006,-0.009,-0.008,12.438,37.86,101183.8,27.92,11.8,CLIMBING
15650,0.19,-0.23,10.02,0.022,-0.005,-0.002,12.438,37.87,101183.2,27.92,11.8,CLIMBING
15660,0.16,0.08,9.96,-0.002,0.003,-0.004,12.438,37.88,101182.6,27.92,11.9,CLIMBING
15670,0.05,-0.01,10.07,-0.023,0.013,0.003,12.438,37.89,101182.0,27.92,11.9,CLIMBING
15680,0.06,-0.03,10.19,0.013,-0.017,-0.007,12.438,37.90,101181.5,27.92,12.0,CLIMBING
15690,-0.27,0.22,10.10,-0.023,0.015,-0.002,12.438,37.91,101180.9,27.92,12.0,CLIMBING
15700,-0.18,-0.05,10.18,0.009,0.022,-0.007,12.438,37.92,101180.3,27.92,12.1,CLIMBING
15710,-0.02,0.04,10.05,-0.004,0.005,0.009,12.438,37.94,101179.7,27.92,12.1,CLIMBING
15720,0.11,0.21,9.93,0.003,-0.012,0.007,12.437,37.95,101179.1,27.92,12.2,CLIMBING
15730,-0.09,-0.05,10.19,-0.009,-0.022,-0.009,12.437,37.96,101178.5,27.92,12.2,CLIMBING
15740,-0.25,-0.13,10.17,0.006,-0.003,-0.002,12.437,37.97,101177.9,27.92,12.3,CLIMBING
15750,-0.05,-0.23,10.04,0.013,-0.008,0.007,12.437,37.98,101177.3,27.92,12.3,CLIMBING
15760,0.27,-0.14,9.99,0.023,-0.022,0.004,12.437,37.99,101176.7,27.92,12.4,CLIMBING
15770,-0.26,-0.17,9.97,0.012,-0.011,0.009,12.437,38.00,101176.2,27.92,12.4,CLIMBING
15780,-0.28,-0.22,10.10,-0.023,0.011,0.010,12.437,38.01,101175.6,27.92,12.5,CLIMBING
15790,-0.04,-0.00,10.16,-0.011,-0.009,-0.001,12.437,38.02,101175.0,27.92,12.5,CLIMBING
15800,-0.10,-0.09,10.03,0.021,0.016,0.007,12.437,38.03,101174.4,27.92,12.6,CLIMBING
15810,0.07,0.08,9.98,-0.003,0.008,0.002,12.437,38.04,101173.8,27.92,12.6,CLIMBING
15820,0.25,-0.24,10.03,-0.005,-0.008,-0.000,12.437,38.05,101173.2,27.92,12.7,CLIMBING
15830,-0.18,0.07,10.03,-0.010,-0.006,0.010,12.437,38.07,101172.6,27.92,12.7,CLIMBING
15840,0.27,0.05,10.16,-0.008,-0.006,0.002,12.437,38.08,101172.0,27.92,12.7,CLIMBING
15850,-0.22,0.08,9.98,-0.012,-0.016,-0.001,12.437,38.09,101171.4,27.92,12.8,CLIMBING
15860,0.14,0.30,10.11,0.003,0.008,-0.003,12.437,38.10,101170.8,27.92,12.8,CLIMBING
15870,0.05,0.01,10.13,-0.000,-0.013,0.001,12.437,38.11,101170.2,27.92,12.9,CLIMBING
15880,0.15,-0.27,9.91,-0.000,-0.011,-0.003,12.437,38.12,101169.6,27.92,12.9,CLIMBING
15890,0.14,0.09,9.96,-0.003,-0.025,-0.009,12.437,38.13,101169.0,27.92,13.0,CLIMBING
15900,0.18,0.20,10.18,0.007,0.005,0.000,12.437,38.14,101168.4,27.92,13.0,CLIMBING
15910,0.08,0.02,10.18,-0.003,-0.003,0.004,12.436,38.15,101167.8,27.91,13.1,CLIMBING
15920,-0.18,0.11,9.94,0.018,-0.003,-0.002,12.436,38.16,101167.2,27.91,13.1,CLIMBING
15930,-0.01,0.01,9.96,-0.014,-0.012,0.008,12.436,38.17,101166.7,27.91,13.2,CLIMBING
15940,-0.27,-0.28,9.97,0.010,0.019,0.005,12.436,38.19,101166.1,27.91,13.2,CLIMBING
15950,0.24,0.29,9.94,-0.021,0.003,-0.010,12.436,38.20,101165.5,27.91,13.3,CLIMBING
15960,0.23,-0.08,9.98,0.010,-0.007,-0.007,12.436,38.21,101164.9,27.91,13.3,CLIMBING
15970,-0.10,-0.17,10.13,0.009,-0.024,-0.004,12.436,38.22,101164.3,27.91,13.4,CLIMBING
15980,0.00,0.21,9.97,-0.009,0.007,0.008,12.436,38.23,101163.7,27.91,13.4,CLIMBING
15990,0.04,0.19,10.18,-0.008,0.011,0.009,12.436,38.24,101163.1,27.91,13.5,CLIMBING
16000,-0.06,-0.18,10.04,-0.017,-0.014,0.003,12.436,38.25,101162.5,27.91,13.5,CLIMBING
16010,-0.20,-0.27,10.16,-0.012,0.017,0.001,12.436,38.26,101161.9,27.91,13.6,CLIMBING
16020,-0.15,-0.14,9.95,0.023,0.010,-0.009,12.436,38.27,101161.3,27.91,13.6,CLIMBING
16030,-0.24,0.18,10.19,0.000,0.002,0.002,12.436,38.28,101160.7,27.91,13.7,CLIMBING
16040,0.28,-0.30,9.96,0.018,0.011,0.002,12.436,38.29,101160.1,27.91,13.7,CLIMBING
16050,0.22,-0.13,9.97,0.016,0.019,0.002,12.436,38.30,101159.5,27.91,13.8,CLIMBING
16060,-0.09,-0.12,10.01,0.004,-0.004,0.003,12.436,38.31,101158.9,27.91,13.8,CLIMBING
16070,0.30,-0.06,10.05,0.025,-0.016,-0.001,12.436,38.33,101158.2,27.91,13.9,CLIMBING
16080,-0.20,0.30,9.96,-0.018,-0.015,-0.001,12.436,38.34,101157.6,27.91,13.9,CLIMBING
16090,-0.07,-0.04,10.09,0.003,0.004,-0.008,12.436,38.35,101157.0,27.91,14.0,CLIMBING
16100,0.01,0.01,10.08,-0.009,0.005,0.001,12.435,38.36,101156.4,27.91,14.0,CLIMBING
16110,0.05,-0.20,10.12,-0.014,-0.006,0.006,12.435,38.37,101155.8,27.91,14.1,CLIMBING
16120,0.14,-0.13,10.19,0.017,0.019,-0.001,12.435,38.38,101155.2,27.91,14.1,CLIMBING
16130,-0.30,0.19,10.03,0.011,0.014,-0.001,12.435,38.39,101154.6,27.91,14.2,CLIMBING
16140,-0.02,-0.02,10.08,0.010,0.008,0.003,12.435,38.40,101154.0,27.91,14.2,CLIMBING
16150,-0.23,-0.20,9.99,0.013,0.001,-0.009,12.435,38.41,101153.4,27.91,14.3,CLIMBING
16160,0.20,0.12,10.07,-0.000,0.009,-0.004,12.435,38.42,101152.8,27.91,14.3,CLIMBING
16170,0.21,-0.20,10.07,0.013,-0.016,0.003,12.435,38.43,101152.2,27.91,14.4,CLIMBING
16180,0.17,0.08,9.96,0.014,0.020,0.001,12.435,38.45,101151.6,27.91,14.5,CLIMBING
16190,-0.18,0.02,9.93,0.015,-0.009,-0.009,12.435,38.46,101151.0,27.91,14.5,CLIMBING
16200,-0.30,-0.00,10.07,-0.015,-0.008,-0.003,12.435,38.47,101150.4,27.91,14.6,CLIMBING
16210,0.06,0.14,10.15,0.001,-0.009,-0.008,12.435,38.48,101149.8,27.91,14.6,CLIMBING
16220,0.06,-0.08,9.96,0.006,0.010,0.005,12.435,38.49,101149.2,27.90,14.7,CLIMBING
16230,-0.15,0.26,10.21,0.011,-0.010,0.005,12.435,38.50,101148.5,27.90,14.7,CLIMBING
16240,0.26,0.05,10.07,-0.024,-0.010,0.005,12.435,38.51,101147.9,27.90,14.8,CLIMBING
16250,0.19,-0.10,10.03,-0.013,-0.004,-0.003,12.435,38.52,101147.3,27.90,14.8,CLIMBING
16260,-0.29,0.25,10.21,-0.019,-0.014,0.008,12.435,38.53,101146.7,27.90,14.9,CLIMBING
16270,-0.09,0.27,9.97,-0.019,0.009,-0.008,12.435,38.54,101146.1,27.90,14.9,CLIMBING
16280,0.23,0.19,9.93,-0.003,0.012,0.004,12.435,38.55,101145.5,27.90,15.0,CLIMBING
16290,-0.15,-0.08,9.96,-0.002,-0.014,0.005,12.434,38.56,101144.9,27.90,15.0,CLIMBING
16300,-0.18,0.14,10.17,-0.017,0.018,0.002,12.434,38.58,101144.3,27.90,15.1,CLIMBING
16310,0.25,-0.00,10.12,-0.018,0.019,0.009,12.434,38.59,101143.7,27.90,15.1,CLIMBING
16320,-0.07,0.16,10.02,0.001,-0.014,0.001,12.434,38.60,101143.0,27.90,15.2,CLIMBING
16330,0.28,-0.25,9.96,-0.019,0.022,0.001,12.434,38.61,101142.4,27.90,15.2,CLIMBING
16340,-0.06,0.09,10.10,-0.020,0.002,-0.000,12.434,38.62,101141.8,27.90,15.3,CLIMBING
16350,0.28,-0.14,10.18,0.008,-0.001,-0.008,12.434,38.63,101141.2,27.90,15.3,CLIMBING
16360,0.25,0.18,10.13,-0.021,-0.010,0.002,12.434,38.64,101140.6,27.90,15.4,CLIMBING
16370,-0.24,-0.07,10.15,-0.011,-0.019,0.006,12.434,38.65,101140.0,27.90,15.4,CLIMBING
16380,0.12,0.25,9.92,-0.011,0.023,0.006,12.434,38.66,101139.4,27.90,15.5,CLIMBING
16390,0.09,0.27,10.05,-0.013,-0.014,-0.007,12.434,38.67,101138.7,27.90,15.5,CLIMBING
16400,-0.01,0.23,10.00,0.013,-0.010,0.008,12.434,38.68,101138.1,27.90,15.6,CLIMBING
16410,-0.22,0.06,10.06,-0.006,0.024,-0.003,12.434,38.69,101137.5,27.90,15.6,CLIMBING
16420,0.09,-0.22,9.97,0.000,-0.005,-0.000,12.434,38.70,101136.9,27.90,15.7,CLIMBING
16430,-0.15,0.22,9.98,0.013,-0.019,-0.006,12.434,38.72,101136.3,27.90,15.7,CLIMBING
16440,-0.14,0.14,9.97,0.020,0.009,0.003,12.434,38.73,101135.7,27.90,15.8,CLIMBING
16450,-0.24,-0.01,10.06,0.014,-0.001,-0.004,12.434,38.74,101135.0,27.90,15.8,CLIMBING
16460,-0.16,0.07,9.96,-0.008,0.006,0.006,12.434,38.75,101134.4,27.90,15.9,CLIMBING
16470,-0.20,-0.09,9.95,0.023,0.007,0.008,12.433,38.76,101133.8,27.90,15.9,CLIMBING
16480,0.24,-0.16,10.16,0.003,-0.019,-0.004,12.433,38.77,101133.2,27.90,16.0,CLIMBING
16490,-0.10,-0.06,10.14,-0.011,-0.013,-0.004,12.433,38.78,101132.6,27.90,16.0,CLIMBING
16500,-0.24,0.18,10.09,-0.020,0.012,0.009,12.433,38.79,101131.9,27.90,16.1,CLIMBING
16510,-0.25,-0.30,10.19,-0.011,0.003,0.008,12.433,38.80,101131.3,27.90,16.1,CLIMBING
16520,-0.00,0.10,10.05,0.001,-0.004,0.008,12.433,38.81,101130.7,27.89,16.2,CLIMBING
16530,0.23,0.22,10.14,0.017,0.019,0.008,12.433,38.82,101130.1,27.89,16.2,CLIMBING
16540,-0.09,-0.07,9.95,0.005,-0.021,0.003,12.433,38.84,101129.5,27.89,16.3,CLIMBING
16550,0.22,-0.27,10.21,-0.006,0.016,0.006,12.433,38.85,101128.8,27.89,16.3,CLIMBING
16560,0.01,0.16,10.11,0.011,-0.012,-0.010,12.433,38.86,101128.2,27.89,16.4,CLIMBING
16570,-0.23,0.16,10.11,-0.003,0.011,-0.005,12.433,38.87,101127.6,27.89,16.5,CLIMBING
16580,0.20,-0.06,10.20,-0.012,-0.001,-0.009,12.433,38.88,101127.0,27.89,16.5,CLIMBING
16590,0.02,0.06,9.92,-0.007,-0.022,0.008,12.433,38.89,101126.4,27.89,16.6,CLIMBING
16600,0.29,-0.18,10.06,-0.003,-0.025,0.004,12.433,38.90,101125.7,27.89,16.6,CLIMBING
16610,0.22,-0.11,9.95,-0.023,-0.019,0.001,12.433,38.91,101125.1,27.89,16.7,CLIMBING
16620,-0.03,-0.06,10.01,0.019,0.022,-0.002,12.433,38.92,101124.5,27.89,16.7,CLIMBING
16630,-0.28,0.00,10.20,-0.003,0.010,-0.002,12.433,38.93,101123.9,27.89,16.8,CLIMBING
16640,-0.04,0.20,10.01,0.016,-0.016,0.004,12.433,38.94,101123.2,27.89,16.8,CLIMBING
16650,0.28,0.02,9.94,-0.017,-0.003,-0.004,12.433,38.95,101122.6,27.89,16.9,CLIMBING
16660,-0.16,-0.13,10.22,0.001,0.012,0.005,12.432,38.97,101122.0,27.89,16.9,CLIMBING
16670,-0.02,0.24,10.11,-0.018,-0.019,-0.002,12.432,38.98,101121.3,27.89,17.0,CLIMBING
16680,-0.14,-0.29,10.06,-0.010,-0.004,0.007,12.432,38.99,101120.7,27.89,17.0,CLIMBING
16690,0.28,-0.04,10.06,0.016,-0.016,0.006,12.432,39.00,101120.1,27.89,17.1,CLIMBING
16700,-0.28,-0.11,10.15,-0.022,-0.011,-0.001,12.432,39.01,101119.5,27.89,17.1,CLIMBING
16710,0.24,-0.24,10.07,0.021,-0.005,0.006,12.432,39.02,101118.8,27.89,17.2,CLIMBING
16720,0.28,0.27,10.01,0.023,-0.019,-0.001,12.432,39.03,101118.2,27.89,17.2,CLIMBING
16730,0.06,0.13,10.09,-0.007,-0.008,0.007,12.432,39.04,101117.6,27.89,17.3,CLIMBING
16740,0.21,0.08,10.19,-0.006,-0.003,-0.003,12.432,39.05,101116.9,27.89,17.3,CLIMBING
16750,0.01,-0.24,10.06,0.021,-0.010,-0.005,12.432,39.06,101116.3,27.89,17.4,CLIMBING
16760,0.13,0.05,9.99,0.012,0.022,0.010,12.432,39.07,101115.7,27.89,17.4,CLIMBING
16770,0.28,-0.03,10.05,0.020,0.009,-0.005,12.432,39.08,101115.1,27.89,17.5,CLIMBING
16780,-0.16,0.29,10.08,0.005,0.014,0.006,12.432,39.09,101114.4,27.89,17.5,CLIMBING
16790,0.13,-0.20,10.11,0.010,0.014,-0.006,12.432,39.11,101113.8,27.89,17.6,CLIMBING
16800,0.09,0.18,9.97,0.007,0.020,0.005,12.432,39.12,101113.2,27.89,17.7,CLIMBING
16810,0.01,-0.05,10.17,-0.016,-0.017,0.001,12.432,39.13,101112.5,27.88,17.7,CLIMBING
16820,-0.19,0.18,10.03,-0.014,-0.011,0.007,12.432,39.14,101111.9,27.88,17.8,CLIMBING
16830,0.07,-0.08,10.10,-0.013,-0.016,-0.003,12.432,39.15,101111.3,27.88,17.8,CLIMBING
16840,0.12,-0.08,10.06,-0.010,0.004,0.001,12.432,39.16,101110.6,27.88,17.9,CLIMBING
16850,0.28,-0.21,10.10,-0.019,-0.021,-0.004,12.431,39.17,101110.0,27.88,17.9,CLIMBING
16860,-0.14,0.20,10.03,-0.022,0.001,-0.003,12.431,39.18,101109.4,27.88,18.0,CLIMBING
16870,0.19,-0.10,10.17,0.002,-0.022,0.004,12.431,39.19,101108.7,27.88,18.0,CLIMBING
16880,-0.21,0.07,10.18,0.019,0.012,0.008,12.431,39.20,101108.1,27.88,18.1,CLIMBING
16890,-0.05,-0.26,10.09,0.013,-0.019,-0.005,12.431,39.21,101107.5,27.88,18.1,CLIMBING
16900,-0.25,0.23,9.93,-0.004,-0.022,0.005,12.431,39.23,101106.8,27.88,18.2,CLIMBING
16910,-0.29,0.10,10.16,0.012,0.003,0.002,12.431,39.24,101106.2,27.88,18.2,CLIMBING
16920,-0.16,-0.23,9.94,0.000,-0.001,-0.004,12.431,39.25,101105.5,27.88,18.3,CLIMBING
16930,0.24,-0.15,9.95,-0.011,-0.006,0.006,12.431,39.26,101104.9,27.88,18.3,CLIMBING
16940,-0.04,-0.16,10.12,-0.000,0.002,-0.008,12.431,39.27,101104.3,27.88,18.4,CLIMBING
16950,-0.29,-0.23,10.00,0.016,0.008,-0.009,12.431,39.28,101103.6,27.88,18.4,CLIMBING
16960,0.18,0.15,10.03,0.021,-0.012,-0.008,12.431,39.29,101103.0,27.88,18.5,CLIMBING
16970,0.25,0.03,10.08,0.015,-0.011,-0.008,12.431,39.30,101102.4,27.88,18.6,CLIMBING
16980,-0.24,-0.09,9.94,-0.024,-0.015,-0.008,12.431,39.31,101101.7,27.88,18.6,CLIMBING
16990,0.14,-0.12,9.98,0.024,0.006,0.001,12.431,39.32,101101.1,27.88,18.7,CLIMBING
17000,0.17,0.07,10.11,-0.005,-0.009,-0.004,12.431,39.33,101100.4,27.88,18.7,CLIMBING
17010,0.15,0.26,10.12,0.013,0.008,0.003,12.431,39.34,101099.8,27.88,18.8,CLIMBING
17020,-0.00,-0.15,9.93,0.004,-0.018,-0.002,12.431,39.36,101099.2,27.88,18.8,CLIMBING
17030,0.01,0.29,10.01,0.006,0.024,-0.001,12.431,39.37,101098.5,27.88,18.9,CLIMBING
17040,0.03,-0.20,10.12,0.009,0.016,-0.007,12.430,39.38,101097.9,27.88,18.9,CLIMBING
17050,-0.26,0.10,10.14,0.009,0.008,0.006,12.430,39.39,101097.2,27.88,19.0,CLIMBING
17060,0.03,-0.11,10.19,-0.006,0.011,-0.005,12.430,39.40,101096.6,27.88,19.0,CLIMBING
17070,-0.29,0.05,9.98,-0.001,-0.010,0.009,12.430,39.41,101095.9,27.88,19.1,CLIMBING
17080,-0.04,0.26,9.95,0.014,-0.004,0.003,12.430,39.42,101095.3,27.88,19.1,CLIMBING
17090,0.24,0.22,10.20,-0.022,0.023,0.008,12.430,39.43,101094.7,27.88,19.2,CLIMBING
17100,-0.07,-0.18,10.07,-0.015,-0.020,0.000,12.430,39.44,101094.0,27.87,19.2,CLIMBING
17110,-0.18,0.17,10.08,-0.016,-0.002,-0.007,12.430,39.45,101093.4,27.87,19.3,CLIMBING
17120,0.15,0.24,9.97,0.018,0.004,0.009,12.430,39.46,101092.7,27.87,19.4,CLIMBING
17130,-0.03,-0.11,10.02,-0.005,0.016,0.003,12.430,39.47,101092.1,27.87,19.4,CLIMBING
17140,0.21,0.23,10.03,-0.020,-0.013,-0.004,12.430,39.48,101091.4,27.87,19.5,CLIMBING
17150,0.22,0.10,10.07,0.025,0.016,0.009,12.430,39.50,101090.8,27.87,19.5,CLIMBING
17160,0.00,-0.28,10.10,-0.018,-0.022,0.007,12.430,39.51,101090.1,27.87,19.6,CLIMBING
17170,0.20,-0.23,10.08,0.005,0.012,-0.003,12.430,39.52,101089.5,27.87,19.6,CLIMBING
17180,-0.18,-0.15,10.11,0.019,-0.006,0.002,12.430,39.53,101088.9,27.87,19.7,CLIMBING
17190,0.02,-0.00,9.98,-0.015,-0.010,-0.004,12.430,39.54,101088.2,27.87,19.7,CLIMBING
17200,-0.13,0.06,10.10,0.007,0.017,-0.005,12.430,39.55,101087.6,27.87,19.8,CLIMBING
17210,0.14,-0.22,10.16,-0.023,-0.024,0.006,12.430,39.56,101086.9,27.87,19.8,CLIMBING
17220,0.12,0.00,10.10,0.005,-0.002,-0.001,12.429,39.57,101086.3,27.87,19.9,CLIMBING
17230,-0.19,0.16,10.12,-0.013,-0.007,0.005,12.429,39.58,101085.6,27.87,19.9,CLIMBING
17240,-0.21,-0.02,10.01,0.009,0.017,-0.006,12.429,39.59,101085.0,27.87,20.0,CLIMBING
17250,0.17,-0.24,10.05,-0.024,0.005,0.003,12.429,39.60,101084.3,27.87,20.1,CLIMBING
17260,-0.25,0.10,10.21,-0.024,-0.011,0.005,12.429,39.62,101083.7,27.87,20.1,CLIMBING
17270,-0.25,-0.24,10.02,-0.014,-0.001,0.009,12.429,39.63,101083.0,27.87,20.2,CLIMBING
17280,0.20,-0.28,10.06,-0.017,0.023,-0.001,12.429,39.64,101082.4,27.87,20.2,CLIMBING
17290,-0.23,0.15,10.08,0.009,-0.005,-0.010,12.429,39.65,101081.7,27.87,20.3,CLIMBING
17300,0.26,-0.02,10.03,-0.022,-0.004,0.009,12.429,39.66,101081.1,27.87,20.3,CLIMBING
17310,0.22,-0.23,10.20,-0.023,0.010,0.002,12.429,39.67,101080.4,27.87,20.4,CLIMBING
17320,-0.16,0.03,10.15,0.003,-0.014,0.009,12.429,39.68,101079.7,27.87,20.4,CLIMBING
17330,0.25,-0.16,10.11,-0.024,-0.009,-0.009,12.429,39.69,101079.1,27.87,20.5,CLIMBING
17340,0.06,0.29,9.94,-0.017,-0.024,0.006,12.429,39.70,101078.4,27.87,20.5,CLIMBING
17350,-0.10,0.03,10.02,-0.004,0.003,-0.005,12.429,39.71,101077.8,27.87,20.6,CLIMBING
17360,0.21,-0.03,10.22,0.015,0.008,0.006,12.429,39.72,101077.1,27.87,20.7,CLIMBING
17370,0.20,-0.12,9.98,-0.021,0.004,0.009,12.429,39.73,101076.5,27.87,20.7,CLIMBING
17380,0.05,-0.05,9.97,0.000,0.019,-0.006,12.429,39.74,101075.8,27.87,20.8,CLIMBING
17390,0.09,0.10,10.12,-0.018,-0.016,0.003,12.429,39.76,101075.2,27.86,20.8,CLIMBING
17400,-0.12,-0.22,10.05,0.022,0.005,-0.004,12.429,39.77,101074.5,27.86,20.9,CLIMBING
17410,-0.11,-0.03,10.11,-0.023,0.025,-0.010,12.428,39.78,101073.9,27.86,20.9,CLIMBING
17420,0.28,-0.08,10.14,-0.000,0.017,-0.001,12.428,39.79,101073.2,27.86,21.0,CLIMBING
17430,0.23,-0.05,10.06,0.015,0.006,-0.005,12.428,39.80,101072.5,27.86,21.0,CLIMBING
17440,0.01,-0.10,10.01,0.019,-0.023,0.003,12.428,39.81,101071.9,27.86,21.1,CLIMBING
17450,-0.11,-0.04,9.94,-0.025,-0.003,-0.009,12.428,39.82,101071.2,27.86,21.1,CLIMBING
17460,-0.03,-0.12,9.96,-0.014,0.005,-0.001,12.428,39.83,101070.6,27.86,21.2,CLIMBING
17470,0.14,0.13,10.11,0.019,0.008,0.010,12.428,39.84,101069.9,27.86,21.3,CLIMBING
17480,0.11,0.26,10.20,0.022,-0.017,0.007,12.428,39.85,101069.2,27.86,21.3,CLIMBING
17490,0.12,-0.14,10.00,0.013,0.021,0.000,12.428,39.86,101068.6,27.86,21.4,CLIMBING
17500,-0.16,0.10,9.99,-0.007,-0.003,-0.006,12.428,39.88,101067.9,27.86,21.4,CLIMBING
17510,-0.12,0.22,10.14,0.009,0.018,-0.006,12.428,39.89,101067.3,27.86,21.5,CLIMBING
17520,-0.04,0.24,10.21,-0.025,0.021,0.009,12.428,39.90,101066.6,27.86,21.5,CLIMBING
17530,0.13,-0.27,10.13,-0.012,0.021,-0.002,12.428,39.91,101065.9,27.86,21.6,CLIMBING
17540,-0.09,-0.28,9.97,0.018,0.007,-0.004,12.428,39.92,101065.3,27.86,21.6,CLIMBING
17550,0.00,0.05,9.97,0.003,0.017,0.001,12.428,39.93,101064.6,27.86,21.7,CLIMBING
17560,0.01,0.23,9.96,-0.012,0.022,-0.001,12.428,39.94,101064.0,27.86,21.8,CLIMBING
17570,0.07,0.15,10.05,-0.001,0.009,-0.002,12.428,39.95,101063.3,27.86,21.8,CLIMBING
17580,-0.13,0.12,10.05,0.004,-0.004,0.006,12.428,39.96,101062.6,27.86,21.9,CLIMBING
17590,-0.10,0.04,10.13,0.008,-0.009,0.003,12.428,39.97,101062.0,27.86,21.9,CLIMBING
17600,-0.15,-0.22,10.20,-0.022,-0.003,-0.005,12.427,39.98,101061.3,27.86,22.0,CLIMBING
17610,0.09,0.23,9.95,-0.001,0.020,-0.007,12.427,39.99,101060.6,27.86,22.0,CLIMBING
17620,-0.11,0.22,10.00,0.002,0.004,0.003,12.427,40.01,101060.0,27.86,22.1,CLIMBING
17630,0.02,0.26,9.95,-0.001,-0.002,0.009,12.427,40.02,101059.3,27.86,22.1,CLIMBING
17640,0.06,0.18,10.13,-0.004,0.005,-0.002,12.427,40.03,101058.6,27.86,22.2,CLIMBING
17650,-0.11,0.17,10.00,-0.023,0.001,-0.010,12.427,40.04,101058.0,27.86,22.3,CLIMBING
17660,-0.02,-0.27,9.97,-0.014,-0.003,0.008,12.427,40.05,101057.3,27.86,22.3,CLIMBING
17670,-0.18,0.26,10.19,-0.022,-0.022,0.000,12.427,40.06,101056.6,27.85,22.4,CLIMBING
17680,-0.21,-0.22,10.08,-0.010,-0.001,0.005,12.427,40.07,101056.0,27.85,22.4,CLIMBING
17690,-0.05,-0.21,10.13,-0.020,0.022,0.001,12.427,40.08,101055.3,27.85,22.5,CLIMBING
17700,-0.19,0.10,10.03,0.002,0.018,-0.002,12.427,40.09,101054.6,27.85,22.5,CLIMBING
17710,0.30,0.26,10.04,-0.025,0.011,-0.008,12.427,40.10,101054.0,27.85,22.6,CLIMBING
17720,0.24,0.28,10.14,-0.018,0.009,-0.010,12.427,40.11,101053.3,27.85,22.6,CLIMBING
